"","site_key","longitude_decimal_degrees","latitude_decimal_degrees","location_accuracy_min","location_accuracy_max","hzn_top","hzn_bot","hzn_desgn","db","w3cld","w15l2","tex_psda","clay_tot_psa","silt_tot_psa","sand_tot_psa","oc_v","ph_h2o_v","ksat_lab","ksat_field","source_db","location_id","hzn_depth"
"13139","Hinton_2016_38",-84.424865,33.743314,0,100,0,15,NA,NA,NA,NA,"sandy clay loam",26.7,21.9,51.4,NA,NA,NA,0.44928,"ETH_literature","ID_-84.42486_33.74331",7.5
"13140","Hinton_2016_38",-84.424865,33.743314,0,100,0,15,NA,NA,NA,NA,"sandy clay loam",26.7,21.9,51.4,NA,NA,NA,0.2592,"ETH_literature","ID_-84.42486_33.74331",7.5
"13141","Hinton_2016_38",-84.424865,33.743314,0,100,0,15,NA,NA,NA,NA,"sandy clay loam",26.7,21.9,51.4,NA,NA,NA,0.2592,"ETH_literature","ID_-84.42486_33.74331",7.5
"13142","Hinton_2016_38",-84.423782,33.743031,0,100,0,15,NA,NA,NA,NA,"sandy clay loam",26.7,21.9,51.4,NA,NA,NA,0.5184,"ETH_literature","ID_-84.42378_33.74303",7.5
"13143","Hinton_2016_38",-84.423782,33.743031,0,100,0,15,NA,NA,NA,NA,"sandy clay loam",26.7,21.9,51.4,NA,NA,NA,31.104,"ETH_literature","ID_-84.42378_33.74303",7.5
"13144","Hinton_2016_38",-84.423782,33.743031,0,100,0,15,NA,NA,NA,NA,"sandy clay loam",26.7,21.9,51.4,NA,NA,NA,1.5552,"ETH_literature","ID_-84.42378_33.74303",7.5
"13145","Hinton_2016_38",-84.423861,33.742919,0,100,0,15,NA,NA,NA,NA,"sandy clay loam",26.7,21.9,51.4,NA,NA,NA,0.028512,"ETH_literature","ID_-84.42386_33.74292",7.5
"13146","Hinton_2016_38",-84.423861,33.742919,0,100,0,15,NA,NA,NA,NA,"sandy clay loam",26.7,21.9,51.4,NA,NA,NA,0.6912,"ETH_literature","ID_-84.42386_33.74292",7.5
"13147","SUNG_WON_YOON_2009_39",-74.79983889,39.93741389,0,100,0,12.5,NA,1.51,NA,NA,"sandy loam",9,23,68,8.63,6.3,479.52,NA,"ETH_literature","ID_-74.79984_39.93741",6.25
"13148","SUNG_WON_YOON_2009_39",-74.79983889,39.93741389,0,100,12.5,24,NA,1.7,NA,NA,"sandy loam",9,21,69.5,7.69,6.3,110.6784,NA,"ETH_literature","ID_-74.79984_39.93741",18.25
"13149","SUNG_WON_YOON_2009_39",-74.79983889,39.93741389,0,100,24,51,NA,1.59,NA,NA,"sandy loam",14,15.5,70.5,0.71,6,73.44,NA,"ETH_literature","ID_-74.79984_39.93741",37.5
"13150","SUNG_WON_YOON_2009_39",-74.80299444,39.94217222,0,100,0,7.5,NA,1.28,NA,NA,"clay",43,36,21,11.09,5.2,868.32,NA,"ETH_literature","ID_-74.80299_39.94217",3.75
"13151","SUNG_WON_YOON_2009_39",-74.80299444,39.94217222,0,100,7.5,38,NA,1.55,NA,NA,"sandy loam",14.5,16,70,1.4,4.4,468.288,NA,"ETH_literature","ID_-74.80299_39.94217",22.75
"13152","SUNG_WON_YOON_2009_39",-74.80299444,39.94217222,0,100,38,56,NA,1.58,NA,NA,"sandy loam",13,13,74,0.79,4.5,432,NA,"ETH_literature","ID_-74.80299_39.94217",47
"13153","SUNG_WON_YOON_2009_39",-74.80391389,39.94216667,0,100,0,13,NA,1.73,NA,NA,"sandy loam",11,18,71.5,0.89,6.8,16.416,NA,"ETH_literature","ID_-74.80391_39.94217",6.5
"13154","SUNG_WON_YOON_2009_39",-74.80391389,39.94216667,0,100,13,38.5,NA,1.69,NA,NA,"clay loam",25.5,16,58,0.37,6.1,165.888,NA,"ETH_literature","ID_-74.80391_39.94217",25.75
"13155","SUNG_WON_YOON_2009_39",-74.80391389,39.94216667,0,100,38.5,68,NA,1.59,NA,NA,"sandy loam",12.5,14.5,73,0.1,5.1,196.992,NA,"ETH_literature","ID_-74.80391_39.94217",53.25
"13156","SUNG_WON_YOON_2009_39",-74.96369444,40.56186111,0,100,0,10.25,NA,1.54,NA,NA,"silty clay",28,57.5,14.5,2.66,5.8,287.712,NA,"ETH_literature","ID_-74.96369_40.56186",5.125
"13157","SUNG_WON_YOON_2009_39",-74.96369444,40.56186111,0,100,10.25,27,NA,1.74,NA,NA,"silty clay",35.5,48.5,16.5,0.82,6.2,184.032,NA,"ETH_literature","ID_-74.96369_40.56186",18.625
"13158","SUNG_WON_YOON_2009_39",-74.96369444,40.56186111,0,100,27,58.5,NA,1.72,NA,NA,"silty clay loam",33,49.5,17.5,0.42,6.3,159.84,NA,"ETH_literature","ID_-74.96369_40.56186",42.75
"13159","SUNG_WON_YOON_2009_39",-74.95380556,40.55863889,0,100,0,14,NA,1.11,NA,NA,"silt loam",16.5,55.5,27.5,5.21,4.5,571.968,NA,"ETH_literature","ID_-74.95381_40.55864",7
"13160","SUNG_WON_YOON_2009_39",-74.95380556,40.55863889,0,100,40.5,66,NA,1.53,NA,NA,"silt loam",23.5,50,27,1.95,4.5,299.808,NA,"ETH_literature","ID_-74.95381_40.55864",53.25
"13161","SUNG_WON_YOON_2009_39",-74.96166667,40.56055556,0,100,0,10,NA,1.52,NA,NA,"silt loam",22.5,50.5,27,2.04,6.3,25.056,NA,"ETH_literature","ID_-74.96167_40.56056",5
"13162","SUNG_WON_YOON_2009_39",-74.96166667,40.56055556,0,100,10,34,NA,1.62,NA,NA,"clay loam",27.5,44.5,28,0.8,6.5,95.04,NA,"ETH_literature","ID_-74.96167_40.56056",22
"13163","SUNG_WON_YOON_2009_39",-74.96166667,40.56055556,0,100,34,67,NA,1.73,NA,NA,"clay loam",32.5,29,39,0.48,6.6,47.52,NA,"ETH_literature","ID_-74.96167_40.56056",50.5
"13164","Coelho_1984_40",-111.228399,32.462819,0,100,0,30,NA,1.34,NA,NA,"silty clay loam",34.7,52.1,13.2,NA,NA,3.36,NA,"ETH_literature","ID_-111.2284_32.46282",15
"13165","Coelho_1984_40",-111.232248,32.466439,0,100,0,30,NA,1.341,NA,NA,"clay loam",29.5,38.9,31.6,NA,NA,70.8,NA,"ETH_literature","ID_-111.23225_32.46644",15
"13166","Coelho_1984_40",-111.222823,32.464504,0,100,0,30,NA,1.51,NA,NA,"loam",25.4,42.9,31.7,NA,NA,7.68,NA,"ETH_literature","ID_-111.22282_32.4645",15
"13167","Coelho_1984_40",-111.224051,32.466374,0,100,0,30,NA,1.37,NA,NA,"silty clay loam",33.3,47.6,19.1,NA,NA,15.84,NA,"ETH_literature","ID_-111.22405_32.46637",15
"13168","Coelho_1984_40",-111.232791,32.466287,0,100,0,30,NA,1.326,NA,NA,"silty clay loam",37,43.5,19.5,NA,NA,17.52,NA,"ETH_literature","ID_-111.23279_32.46629",15
"13169","Coelho_1984_40",-111.224682,32.465417,0,100,0,30,NA,1.583,NA,NA,"clay loam",33.3,36.7,30,NA,NA,1.92,NA,"ETH_literature","ID_-111.22468_32.46542",15
"13170","Coelho_1984_40",-111.231693,32.465352,0,100,0,30,NA,1.55,NA,NA,"sandy clay loam",29.5,24.2,46.3,NA,NA,1.44,NA,"ETH_literature","ID_-111.23169_32.46535",15
"13171","Coelho_1984_40",-111.232237,32.466287,0,100,0,30,NA,1.25,NA,NA,"silty clay loam",36.1,45.5,18.4,NA,NA,102.24,NA,"ETH_literature","ID_-111.23224_32.46629",15
"13172","Coelho_1984_40",-111.224073,32.461199,0,100,0,30,NA,1.289,NA,NA,"silty clay loam",38.75,42.75,18.5,NA,NA,16.08,NA,"ETH_literature","ID_-111.22407_32.4612",15
"13173","Coelho_1984_40",-111.224671,32.461004,0,100,0,30,NA,1.399,NA,NA,"silty clay loam",38.5,41.9,19.6,NA,NA,5.52,NA,"ETH_literature","ID_-111.22467_32.461",15
"13174","Coelho_1984_40",-111.230193,32.46283,0,100,0,30,NA,0.997,NA,NA,"clay",42.6,39.2,18.2,NA,NA,108.96,NA,"ETH_literature","ID_-111.23019_32.46283",15
"13175","Coelho_1984_40",-111.228421,32.465406,0,100,0,30,NA,1.296,NA,NA,"clay loam",36.25,38.75,25,NA,NA,5.112,NA,"ETH_literature","ID_-111.22842_32.46541",15
"13176","Coelho_1984_40",-111.227802,32.464548,0,100,0,30,NA,1.266,NA,NA,"silty clay loam",31.1,59.9,9,NA,NA,9.84,NA,"ETH_literature","ID_-111.2278_32.46455",15
"13177","Coelho_1984_40",-111.228356,32.461123,0,100,0,30,NA,1.156,NA,NA,"clay",53.2,38.8,8,NA,NA,23.52,NA,"ETH_literature","ID_-111.22836_32.46112",15
"13178","Coelho_1984_40",-111.227193,32.461112,0,100,0,30,NA,1.228,NA,NA,"silty clay loam",39.9,43.1,17,NA,NA,14.4,NA,"ETH_literature","ID_-111.22719_32.46111",15
"13179","Coelho_1984_40",-111.225954,32.461102,0,100,0,30,NA,1.538,NA,NA,"clay loam",34.7,43.2,22.1,NA,NA,106.32,NA,"ETH_literature","ID_-111.22595_32.4611",15
"13180","Coelho_1984_40",-111.230215,32.464613,0,100,0,30,NA,1.298,NA,NA,"silty clay",45.5,44.5,10,NA,NA,156,NA,"ETH_literature","ID_-111.23022_32.46461",15
"13181","Coelho_1984_40",-111.230182,32.461091,0,100,0,30,NA,1.335,NA,NA,"silty clay loam",27,60.3,12.7,NA,NA,12.72,NA,"ETH_literature","ID_-111.23018_32.46109",15
"13182","Coelho_1984_40",-111.231704,32.461928,0,100,0,30,NA,1.314,NA,NA,"clay",42.5,39.3,18.2,NA,NA,105.36,NA,"ETH_literature","ID_-111.2317_32.46193",15
"13183","Coelho_1984_40",-111.2339,32.461917,0,100,0,30,NA,1.622,NA,NA,"sandy clay loam",27.2,23.9,48.9,NA,NA,95.04,NA,"ETH_literature","ID_-111.2339_32.46192",15
"13184","Coelho_1984_40",-111.233313,32.461091,0,100,0,30,NA,1.529,NA,NA,"clay loam",27.2,32.3,40.5,NA,NA,114.96,NA,"ETH_literature","ID_-111.23331_32.46109",15
"13185","Coelho_1984_40",-111.231737,32.465515,0,100,0,30,NA,1.478,NA,NA,"sandy clay loam",25,21.5,53.5,NA,NA,13.68,NA,"ETH_literature","ID_-111.23174_32.46552",15
"13186","Coelho_1984_40",-111.224671,32.467243,0,100,0,30,NA,1.356,NA,NA,"clay loam",33.6,42.1,24.3,NA,NA,6.48,NA,"ETH_literature","ID_-111.22467_32.46724",15
"13187","Coelho_1984_40",-111.228432,32.463634,0,100,0,30,NA,1.49,NA,NA,"silty clay",46.4,40.4,13.2,NA,NA,3.84,NA,"ETH_literature","ID_-111.22843_32.46363",15
"13188","Coelho_1984_40",-111.225323,32.467243,0,100,0,30,NA,1.529,NA,NA,"clay loam",36.1,42.3,21.6,NA,NA,12.72,NA,"ETH_literature","ID_-111.22532_32.46724",15
"13189","Coelho_1984_40",-111.224106,32.461036,0,100,0,30,NA,1.298,NA,NA,"clay",40.1,36.5,23.4,NA,NA,30.24,NA,"ETH_literature","ID_-111.22411_32.46104",15
"13190","Coelho_1984_40",-111.224714,32.461167,0,100,0,30,NA,1.527,NA,NA,"clay loam",37.4,38.4,24.2,NA,NA,2.16,NA,"ETH_literature","ID_-111.22471_32.46117",15
"13191","Coelho_1984_40",-111.230182,32.46445,0,100,0,30,NA,1.367,NA,NA,"silty clay",45.3,49.4,5.3,NA,NA,14.64,NA,"ETH_literature","ID_-111.23018_32.46445",15
"13192","Coelho_1984_40",-111.226617,32.467243,0,100,0,30,NA,1.715,NA,NA,"clay loam",28.5,33.1,38.4,NA,NA,104.4,NA,"ETH_literature","ID_-111.22662_32.46724",15
"13193","Coelho_1984_40",-111.227802,32.461939,0,100,0,30,NA,1.383,NA,NA,"silty clay loam",30.75,56.15,13.1,NA,NA,8.88,NA,"ETH_literature","ID_-111.2278_32.46194",15
"13194","Coelho_1984_40",-111.232769,32.464569,0,100,0,30,NA,1.33,NA,NA,"silty clay loam",33.6,53.4,13,NA,NA,276.48,NA,"ETH_literature","ID_-111.23277_32.46457",15
"13195","Coelho_1984_40",-111.230704,32.463624,0,100,0,30,NA,1.613,NA,NA,"clay",40,36.25,23.75,NA,NA,7.2,NA,"ETH_literature","ID_-111.2307_32.46362",15
"13196","Coelho_1984_40",-111.228399,32.462819,0,100,30,60,NA,1.295,NA,NA,"loam",22.15,40.15,37.7,NA,NA,7.92,NA,"ETH_literature","ID_-111.2284_32.46282",45
"13197","Coelho_1984_40",-111.232248,32.466439,0,100,30,60,NA,1.05,NA,NA,"silty clay",45.3,49.5,5.2,NA,NA,18,NA,"ETH_literature","ID_-111.23225_32.46644",45
"13198","Coelho_1984_40",-111.222823,32.464504,0,100,30,60,NA,1.25,NA,NA,"clay loam",29.5,47.1,23.4,NA,NA,69.84,NA,"ETH_literature","ID_-111.22282_32.4645",45
"13199","Coelho_1984_40",-111.233367,32.465428,0,100,30,60,NA,1.091,NA,NA,"silty clay loam",37.4,57.2,5.4,NA,NA,9.84,NA,"ETH_literature","ID_-111.23337_32.46543",45
"13200","Coelho_1984_40",-111.224051,32.466374,0,100,30,60,NA,1.166,NA,NA,"clay loam",31,48.5,20.5,NA,NA,68.64,NA,"ETH_literature","ID_-111.22405_32.46637",45
"13201","Coelho_1984_40",-111.232791,32.466287,0,100,30,60,NA,1.263,NA,NA,"loam",24.6,45,30.4,NA,NA,240,NA,"ETH_literature","ID_-111.23279_32.46629",45
"13202","Coelho_1984_40",-111.224682,32.465417,0,100,30,60,NA,1.439,NA,NA,"sandy loam",16.9,25.2,57.9,NA,NA,40.32,NA,"ETH_literature","ID_-111.22468_32.46542",45
"13203","Coelho_1984_40",-111.231693,32.465352,0,100,30,60,NA,1.386,NA,NA,"silty clay loam",31,49,20,NA,NA,34.08,NA,"ETH_literature","ID_-111.23169_32.46535",45
"13204","Coelho_1984_40",-111.232237,32.466287,0,100,30,60,NA,1.33,NA,NA,"loam",19.2,48.1,32.7,NA,NA,49.2,NA,"ETH_literature","ID_-111.23224_32.46629",45
"13205","Coelho_1984_40",-111.224073,32.461199,0,100,30,60,NA,1.271,NA,NA,"clay loam",32,41.2,26.8,NA,NA,32.88,NA,"ETH_literature","ID_-111.22407_32.4612",45
"13206","Coelho_1984_40",-111.224671,32.461004,0,100,30,60,NA,1.046,NA,NA,"silty clay loam",31,63.8,5.2,NA,NA,60.96,NA,"ETH_literature","ID_-111.22467_32.461",45
"13207","Coelho_1984_40",-111.230193,32.46283,0,100,30,60,NA,1.189,NA,NA,"clay loam",31.7,47.55,20.75,NA,NA,17.52,NA,"ETH_literature","ID_-111.23019_32.46283",45
"13208","Coelho_1984_40",-111.228421,32.465406,0,100,30,60,NA,1.272,NA,NA,"clay loam",29.5,41.4,29.1,NA,NA,37.92,NA,"ETH_literature","ID_-111.22842_32.46541",45
"13209","Coelho_1984_40",-111.227802,32.464548,0,100,30,60,NA,1.382,NA,NA,"silty clay loam",34.7,49.7,15.6,NA,NA,20.4,NA,"ETH_literature","ID_-111.2278_32.46455",45
"13210","Coelho_1984_40",-111.228356,32.461123,0,100,30,60,NA,1.4,NA,NA,"silty clay loam",31,49.1,19.9,NA,NA,193.44,NA,"ETH_literature","ID_-111.22836_32.46112",45
"13211","Coelho_1984_40",-111.227193,32.461112,0,100,30,60,NA,1.605,NA,NA,"sandy loam",2.2,49.1,48.7,NA,NA,12.24,NA,"ETH_literature","ID_-111.22719_32.46111",45
"13212","Coelho_1984_40",-111.225954,32.461102,0,100,30,60,NA,1.234,NA,NA,"clay",48.85,31.65,19.5,NA,NA,136.32,NA,"ETH_literature","ID_-111.22595_32.4611",45
"13213","Coelho_1984_40",-111.230215,32.464613,0,100,30,60,NA,1.235,NA,NA,"silty clay",40.75,52.25,7,NA,NA,10.56,NA,"ETH_literature","ID_-111.23022_32.46461",45
"13214","Coelho_1984_40",-111.230182,32.461091,0,100,30,60,NA,1.446,NA,NA,"silty clay",40,40.6,19.4,NA,NA,170.64,NA,"ETH_literature","ID_-111.23018_32.46109",45
"13215","Coelho_1984_40",-111.231704,32.461928,0,100,30,60,NA,1.458,NA,NA,"clay loam",29.8,42.6,27.6,NA,NA,194.88,NA,"ETH_literature","ID_-111.2317_32.46193",45
"13216","Coelho_1984_40",-111.2339,32.461917,0,100,30,60,NA,1.23,NA,NA,"silt loam",25.5,54.1,20.4,NA,NA,16.8,NA,"ETH_literature","ID_-111.2339_32.46192",45
