"","site_key","longitude_decimal_degrees","latitude_decimal_degrees","location_accuracy_min","location_accuracy_max","hzn_top","hzn_bot","hzn_desgn","db","w3cld","w15l2","tex_psda","clay_tot_psa","silt_tot_psa","sand_tot_psa","oc_v","ph_h2o_v","ksat_lab","ksat_field","source_db","location_id","hzn_depth"
"148959","3171",1.7736,48.367875,0,100,0,20,NA,1.43,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,26.4,"SWIG","ID_1.7736_48.36787",10
"148960","3172",1.7736,48.367875,0,100,0,20,NA,1.43,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,208.8,"SWIG","ID_1.7736_48.36787",10
"148961","3173",1.7736,48.367875,0,100,0,20,NA,1.43,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,62.4,"SWIG","ID_1.7736_48.36787",10
"148962","3175",1.7736,48.367875,0,100,0,20,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.48,"SWIG","ID_1.7736_48.36787",10
"148963","3176",1.7736,48.367875,0,100,0,20,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,"SWIG","ID_1.7736_48.36787",10
"148964","3177",1.7736,48.367875,0,100,0,20,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,"SWIG","ID_1.7736_48.36787",10
"148965","3178",1.7736,48.367875,0,100,0,20,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.4,"SWIG","ID_1.7736_48.36787",10
"148966","3179",1.7736,48.367875,0,100,0,20,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,"SWIG","ID_1.7736_48.36787",10
"148967","3181",1.7736,48.367875,0,100,0,20,NA,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.84,"SWIG","ID_1.7736_48.36787",10
"148968","3182",1.7736,48.367875,0,100,0,20,NA,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.76,"SWIG","ID_1.7736_48.36787",10
"148969","3183",1.7736,48.367875,0,100,0,20,NA,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01872,"SWIG","ID_1.7736_48.36787",10
"148970","3184",1.7736,48.367875,0,100,0,20,NA,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.4,"SWIG","ID_1.7736_48.36787",10
"148971","3185",1.7736,48.367875,0,100,0,20,NA,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512,"SWIG","ID_1.7736_48.36787",10
"148972","3186",1.7736,48.367875,0,100,0,20,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312,"SWIG","ID_1.7736_48.36787",10
"148973","3187",1.7736,48.367875,0,100,0,20,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,"SWIG","ID_1.7736_48.36787",10
"148974","3188",1.7736,48.367875,0,100,0,20,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.76,"SWIG","ID_1.7736_48.36787",10
"148975","3189",1.7736,48.367875,0,100,0,20,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,"SWIG","ID_1.7736_48.36787",10
"148976","3190",1.7736,48.367875,0,100,0,20,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.2,"SWIG","ID_1.7736_48.36787",10
"148977","3191",1.7736,48.367875,0,100,0,20,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,"SWIG","ID_1.7736_48.36787",10
"148978","3193",1.742172222,48.35963333,0,100,0,20,NA,1.41,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,0.2256,"SWIG","ID_1.74217_48.35963",10
"148979","3194",1.742172222,48.35963333,0,100,0,20,NA,1.41,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,2.4,"SWIG","ID_1.74217_48.35963",10
"148980","3195",1.742172222,48.35963333,0,100,0,20,NA,1.41,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,2.88,"SWIG","ID_1.74217_48.35963",10
"148981","3196",1.742172222,48.35963333,0,100,0,20,NA,1.41,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,146.4,"SWIG","ID_1.74217_48.35963",10
"148982","3197",1.742172222,48.35963333,0,100,0,20,NA,1.41,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,720,"SWIG","ID_1.74217_48.35963",10
"148983","3198",1.742172222,48.35963333,0,100,0,20,NA,1.5,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,0.696,"SWIG","ID_1.74217_48.35963",10
"148984","3199",1.742172222,48.35963333,0,100,0,20,NA,1.5,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,4.56,"SWIG","ID_1.74217_48.35963",10
"148985","3200",1.742172222,48.35963333,0,100,0,20,NA,1.5,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,8.16,"SWIG","ID_1.74217_48.35963",10
"148986","3201",1.742172222,48.35963333,0,100,0,20,NA,1.5,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,5.28,"SWIG","ID_1.74217_48.35963",10
"148987","3202",1.742172222,48.35963333,0,100,0,20,NA,1.5,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,576,"SWIG","ID_1.74217_48.35963",10
"148988","3204",1.742172222,48.35963333,0,100,0,20,NA,1.35,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,12.24,"SWIG","ID_1.74217_48.35963",10
"148989","3206",1.742172222,48.35963333,0,100,0,20,NA,1.35,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,6.24,"SWIG","ID_1.74217_48.35963",10
"148990","3207",1.742172222,48.35963333,0,100,0,20,NA,1.35,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,124.8,"SWIG","ID_1.74217_48.35963",10
"148991","3208",1.742172222,48.35963333,0,100,0,20,NA,1.45,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,31.2,"SWIG","ID_1.74217_48.35963",10
"148992","3209",1.742172222,48.35963333,0,100,0,20,NA,1.45,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,45.6,"SWIG","ID_1.74217_48.35963",10
"148993","3210",1.742172222,48.35963333,0,100,0,20,NA,1.45,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,18,"SWIG","ID_1.74217_48.35963",10
"148994","3211",1.742172222,48.35963333,0,100,0,20,NA,1.45,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,84,"SWIG","ID_1.74217_48.35963",10
"148995","3212",1.742172222,48.35963333,0,100,0,20,NA,1.45,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,86.4,"SWIG","ID_1.74217_48.35963",10
"148996","3213",1.742172222,48.35963333,0,100,0,20,NA,1.45,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,100.8,"SWIG","ID_1.74217_48.35963",10
"148997","3214",1.742172222,48.35963333,0,100,0,20,NA,1.47,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,7.2,"SWIG","ID_1.74217_48.35963",10
"148998","3215",1.742172222,48.35963333,0,100,0,20,NA,1.47,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,24,"SWIG","ID_1.74217_48.35963",10
"148999","3216",1.742172222,48.35963333,0,100,0,20,NA,1.47,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,19.92,"SWIG","ID_1.74217_48.35963",10
"149000","3217",1.742172222,48.35963333,0,100,0,20,NA,1.47,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,79.2,"SWIG","ID_1.74217_48.35963",10
"149001","3218",1.742172222,48.35963333,0,100,0,20,NA,1.47,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,360,"SWIG","ID_1.74217_48.35963",10
"149002","3219",1.742172222,48.35963333,0,100,0,20,NA,1.47,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,139.2,"SWIG","ID_1.74217_48.35963",10
"149003","3220",1.742172222,48.35963333,0,100,0,20,NA,1.44,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,3.36,"SWIG","ID_1.74217_48.35963",10
"149004","3221",1.742172222,48.35963333,0,100,0,20,NA,1.44,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,10.08,"SWIG","ID_1.74217_48.35963",10
"149005","3222",1.742172222,48.35963333,0,100,0,20,NA,1.44,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,17.76,"SWIG","ID_1.74217_48.35963",10
"149006","3223",1.742172222,48.35963333,0,100,0,20,NA,1.44,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,19.2,"SWIG","ID_1.74217_48.35963",10
"149007","3224",1.742172222,48.35963333,0,100,0,20,NA,1.44,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,43.2,"SWIG","ID_1.74217_48.35963",10
"149008","3225",1.742172222,48.35963333,0,100,0,20,NA,1.44,NA,NA,"silt loam",18.4,78.4,3.2,0.36,7.3,NA,50.4,"SWIG","ID_1.74217_48.35963",10
"149009","3226",1.742172222,48.35963333,0,100,0,20,NA,1.43,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,0.01632,"SWIG","ID_1.74217_48.35963",10
"149010","3227",1.742172222,48.35963333,0,100,0,20,NA,1.43,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,0.744,"SWIG","ID_1.74217_48.35963",10
"149011","3228",1.742172222,48.35963333,0,100,0,20,NA,1.43,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,6,"SWIG","ID_1.74217_48.35963",10
"149012","3229",1.742172222,48.35963333,0,100,0,20,NA,1.43,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,5.76,"SWIG","ID_1.74217_48.35963",10
"149013","3230",1.742172222,48.35963333,0,100,0,20,NA,1.43,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,110.4,"SWIG","ID_1.74217_48.35963",10
"149014","3231",1.742172222,48.35963333,0,100,0,20,NA,1.43,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,120,"SWIG","ID_1.74217_48.35963",10
"149015","3233",1.742172222,48.35963333,0,100,0,20,NA,1.47,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,5.28,"SWIG","ID_1.74217_48.35963",10
"149016","3234",1.742172222,48.35963333,0,100,0,20,NA,1.47,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,8.4,"SWIG","ID_1.74217_48.35963",10
"149017","3235",1.742172222,48.35963333,0,100,0,20,NA,1.47,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,15.84,"SWIG","ID_1.74217_48.35963",10
"149018","3236",1.742172222,48.35963333,0,100,0,20,NA,1.47,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,33.6,"SWIG","ID_1.74217_48.35963",10
"149019","3238",1.742172222,48.35963333,0,100,0,20,NA,1.4,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,5.28,"SWIG","ID_1.74217_48.35963",10
"149020","3239",1.742172222,48.35963333,0,100,0,20,NA,1.4,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,11.76,"SWIG","ID_1.74217_48.35963",10
"149021","3240",1.742172222,48.35963333,0,100,0,20,NA,1.4,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,28.8,"SWIG","ID_1.74217_48.35963",10
"149022","3241",1.742172222,48.35963333,0,100,0,20,NA,1.4,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,12.24,"SWIG","ID_1.74217_48.35963",10
"149023","3242",1.742172222,48.35963333,0,100,0,20,NA,1.4,NA,NA,"silty clay loam",30.3,67.6,2.1,0.41,7.7,NA,264,"SWIG","ID_1.74217_48.35963",10
"149024","3244",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,"SWIG","ID_1.75683_48.35985",10
"149025","3245",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.28,"SWIG","ID_1.75683_48.35985",10
"149026","3246",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.32,"SWIG","ID_1.75683_48.35985",10
"149027","3247",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.8,"SWIG","ID_1.75683_48.35985",10
"149028","3248",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,"SWIG","ID_1.75683_48.35985",10
"149029","3250",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,"SWIG","ID_1.75683_48.35985",10
"149030","3251",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,"SWIG","ID_1.75683_48.35985",10
"149031","3252",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2,"SWIG","ID_1.75683_48.35985",10
"149032","3253",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,"SWIG","ID_1.75683_48.35985",10
"149033","3254",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,"SWIG","ID_1.75683_48.35985",10
"149034","3256",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,"SWIG","ID_1.75683_48.35985",10
"149035","3258",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,"SWIG","ID_1.75683_48.35985",10
"149036","3259",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,"SWIG","ID_1.75683_48.35985",10
"149037","3260",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672,"SWIG","ID_1.75683_48.35985",10
"149038","3261",1.756830556,48.35985278,0,100,0,20,NA,1.47,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,4.08,"SWIG","ID_1.75683_48.35985",10
"149039","3262",1.756830556,48.35985278,0,100,0,20,NA,1.47,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,13.92,"SWIG","ID_1.75683_48.35985",10
"149040","3263",1.756830556,48.35985278,0,100,0,20,NA,1.47,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,21.6,"SWIG","ID_1.75683_48.35985",10
"149041","3264",1.756830556,48.35985278,0,100,0,20,NA,1.47,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,40.8,"SWIG","ID_1.75683_48.35985",10
"149042","3265",1.756830556,48.35985278,0,100,0,20,NA,1.47,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,206.4,"SWIG","ID_1.75683_48.35985",10
"149043","3266",1.756830556,48.35985278,0,100,0,20,NA,1.47,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,1008,"SWIG","ID_1.75683_48.35985",10
"149044","3267",1.756830556,48.35985278,0,100,0,20,NA,1.31,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,5.28,"SWIG","ID_1.75683_48.35985",10
"149045","3269",1.756830556,48.35985278,0,100,0,20,NA,1.31,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,81.6,"SWIG","ID_1.75683_48.35985",10
"149046","3270",1.756830556,48.35985278,0,100,0,20,NA,1.31,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,98.4,"SWIG","ID_1.75683_48.35985",10
"149047","3271",1.756830556,48.35985278,0,100,0,20,NA,1.31,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,98.4,"SWIG","ID_1.75683_48.35985",10
"149048","3272",1.756830556,48.35985278,0,100,0,20,NA,1.31,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,235.2,"SWIG","ID_1.75683_48.35985",10
"149049","3273",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,5.04,"SWIG","ID_1.75683_48.35985",10
"149050","3275",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,15.12,"SWIG","ID_1.75683_48.35985",10
"149051","3276",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,12.48,"SWIG","ID_1.75683_48.35985",10
"149052","3277",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,93.6,"SWIG","ID_1.75683_48.35985",10
"149053","3278",1.756830556,48.35985278,0,100,0,20,NA,NA,NA,NA,"silty clay loam",36.7,60.2,3.1,0.58,7.3,NA,201.6,"SWIG","ID_1.75683_48.35985",10
"149054","3279",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0264,"SWIG","ID_1.7736_48.36787",10
"149055","3280",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.08,"SWIG","ID_1.7736_48.36787",10
"149056","3281",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6,"SWIG","ID_1.7736_48.36787",10
"149057","3282",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.2,"SWIG","ID_1.7736_48.36787",10
"149058","3283",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,"SWIG","ID_1.7736_48.36787",10
"149059","3284",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,"SWIG","ID_1.7736_48.36787",10
"149060","3287",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.52,"SWIG","ID_1.7736_48.36787",10
"149061","3289",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,"SWIG","ID_1.7736_48.36787",10
"149062","3290",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,"SWIG","ID_1.7736_48.36787",10
"149063","3292",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,"SWIG","ID_1.7736_48.36787",10
"149064","3293",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,"SWIG","ID_1.7736_48.36787",10
"149065","3294",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,"SWIG","ID_1.7736_48.36787",10
"149066","3295",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.8,"SWIG","ID_1.7736_48.36787",10
"149067","3296",1.7736,48.367875,0,100,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864,"SWIG","ID_1.7736_48.36787",10
"149068","3297",1.7736,48.367875,0,100,0,20,NA,1.31,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,5.76,"SWIG","ID_1.7736_48.36787",10
"149069","3298",1.7736,48.367875,0,100,0,20,NA,1.31,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,16.56,"SWIG","ID_1.7736_48.36787",10
"149070","3299",1.7736,48.367875,0,100,0,20,NA,1.31,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,31.2,"SWIG","ID_1.7736_48.36787",10
"149071","3300",1.7736,48.367875,0,100,0,20,NA,1.31,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,134.4,"SWIG","ID_1.7736_48.36787",10
"149072","3301",1.7736,48.367875,0,100,0,20,NA,1.31,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,336,"SWIG","ID_1.7736_48.36787",10
"149073","3302",1.7736,48.367875,0,100,0,20,NA,1.31,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,158.4,"SWIG","ID_1.7736_48.36787",10
"149074","3303",1.7736,48.367875,0,100,0,20,NA,1.37,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,2.88,"SWIG","ID_1.7736_48.36787",10
"149075","3304",1.7736,48.367875,0,100,0,20,NA,1.37,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,8.16,"SWIG","ID_1.7736_48.36787",10
"149076","3306",1.7736,48.367875,0,100,0,20,NA,1.37,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,10.32,"SWIG","ID_1.7736_48.36787",10
"149077","3307",1.7736,48.367875,0,100,0,20,NA,1.37,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,172.8,"SWIG","ID_1.7736_48.36787",10
"149078","3308",1.7736,48.367875,0,100,0,20,NA,1.37,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,384,"SWIG","ID_1.7736_48.36787",10
"149079","3309",1.7736,48.367875,0,100,0,20,NA,1.38,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,0.0912,"SWIG","ID_1.7736_48.36787",10
"149080","3310",1.7736,48.367875,0,100,0,20,NA,1.38,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,2.88,"SWIG","ID_1.7736_48.36787",10
"149081","3311",1.7736,48.367875,0,100,0,20,NA,1.38,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,0.792,"SWIG","ID_1.7736_48.36787",10
"149082","3312",1.7736,48.367875,0,100,0,20,NA,1.38,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,0.084,"SWIG","ID_1.7736_48.36787",10
"149083","3313",1.7736,48.367875,0,100,0,20,NA,1.38,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,17.04,"SWIG","ID_1.7736_48.36787",10
"149084","3314",1.7736,48.367875,0,100,0,20,NA,1.38,NA,NA,"clay loam",31.3,46.8,21.9,0.57,8.4,NA,132,"SWIG","ID_1.7736_48.36787",10
"149085","3315",1.742172222,48.35963333,0,100,0,20,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,"SWIG","ID_1.74217_48.35963",10
"149086","3316",1.742172222,48.35963333,0,100,0,20,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2,"SWIG","ID_1.74217_48.35963",10
"149087","3317",1.742172222,48.35963333,0,100,0,20,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"SWIG","ID_1.74217_48.35963",10
"149088","3318",1.742172222,48.35963333,0,100,0,20,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.4,"SWIG","ID_1.74217_48.35963",10
"149089","3319",1.742172222,48.35963333,0,100,0,20,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,"SWIG","ID_1.74217_48.35963",10
"149090","3320",1.742172222,48.35963333,0,100,0,20,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,792,"SWIG","ID_1.74217_48.35963",10
"149091","3322",1.742172222,48.35963333,0,100,0,20,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.88,"SWIG","ID_1.74217_48.35963",10
"149092","3323",1.742172222,48.35963333,0,100,0,20,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,"SWIG","ID_1.74217_48.35963",10
"149093","3324",1.742172222,48.35963333,0,100,0,20,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.2,"SWIG","ID_1.74217_48.35963",10
"149094","3325",1.742172222,48.35963333,0,100,0,20,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.6,"SWIG","ID_1.74217_48.35963",10
"149095","3326",1.742172222,48.35963333,0,100,0,20,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,"SWIG","ID_1.74217_48.35963",10
"149096","3328",1.742172222,48.35963333,0,100,0,20,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,"SWIG","ID_1.74217_48.35963",10
"149097","3329",1.742172222,48.35963333,0,100,0,20,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.32,"SWIG","ID_1.74217_48.35963",10
"149098","3330",1.742172222,48.35963333,0,100,0,20,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2,"SWIG","ID_1.74217_48.35963",10
"149099","3331",1.742172222,48.35963333,0,100,0,20,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,"SWIG","ID_1.74217_48.35963",10
"149100","3332",1.742172222,48.35963333,0,100,0,20,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,"SWIG","ID_1.74217_48.35963",10
"149101","3334",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,1.824,"SWIG","ID_1.74217_48.35963",10
"149102","3335",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,1.968,"SWIG","ID_1.74217_48.35963",10
"149103","3336",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,19.92,"SWIG","ID_1.74217_48.35963",10
"149104","3337",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,57.6,"SWIG","ID_1.74217_48.35963",10
"149105","3338",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,208.8,"SWIG","ID_1.74217_48.35963",10
"149106","3340",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,2.304,"SWIG","ID_1.74217_48.35963",10
"149107","3341",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,8.4,"SWIG","ID_1.74217_48.35963",10
"149108","3342",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,26.4,"SWIG","ID_1.74217_48.35963",10
"149109","3343",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,984,"SWIG","ID_1.74217_48.35963",10
"149110","3344",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,1776,"SWIG","ID_1.74217_48.35963",10
"149111","3347",1.742172222,48.35963333,0,100,0,20,NA,NA,NA,NA,"silt loam",18.1,78.3,3.6,1.03,7.4,NA,2.4,"SWIG","ID_1.74217_48.35963",10
